,price,mileage,oneowner,is_gas,is_diesel,is_electric,age,is_auto,is_cvt,is_manual,engine_L,is_PDI,is_GDI,is_MPFI,is_DOHC,engine_V_12V,engine_V_16V,engine_V_24V,engine_V_32V,engine_V_48V,engine_V_Others,drivetrain_2,drivetrain_4,drivetrain_Others,population,make_Acura,make_Alfa,make_Aston,make_Audi,make_BMW,make_Bentley,make_Buick,make_Cadillac,make_Chevrolet,make_Chrysler,make_Dodge,make_Ferrari,make_Ford,make_GMC,make_Genesis,make_Honda,make_Hyundai,make_INFINITI,make_Jaguar,make_Jeep,make_Kia,make_Lamborghini,make_Land,make_Lexus,make_Lincoln,make_Lotus,make_MINI,make_Maserati,make_Mazda,make_McLaren,make_Mercedes-Benz,make_Mercury,make_Mitsubishi,make_Nissan,make_Plymouth,make_Pontiac,make_Porsche,make_RAM,make_Rolls-Royce,make_Saturn,make_Scion,make_Subaru,make_Suzuki,make_Tesla,make_Toyota,make_Volkswagen,make_Volvo,make_smart
2173,44996.0,40747,3,1,0,0,3,1,0,0,3.0,0,1,0,1,0,0,1,0,0,0,0,1,0,18304.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,32995.0,21986,0,1,0,0,3,1,0,0,2.0,0,1,0,1,0,1,0,0,0,0,0,1,0,22881.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,32300.0,20936,3,1,0,0,3,1,0,0,2.7,0,0,1,1,0,1,0,0,0,0,0,1,0,34072.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1761,30487.0,39813,1,1,0,0,3,1,1,0,1.5,0,1,0,1,0,1,0,0,0,0,1,0,0,26342.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1611,44255.0,19729,1,1,0,0,2,1,0,0,2.0,0,1,0,1,0,1,0,0,0,0,1,0,0,23255.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933,42995.0,42000,3,1,0,0,16,0,0,1,7.0,0,0,1,0,0,1,0,0,0,0,0,1,0,12378.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,25400.0,32507,0,1,0,0,4,1,0,0,2.0,0,1,0,1,0,1,0,0,0,0,1,0,0,37723.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,45883.0,12270,3,1,0,0,1,1,0,0,2.0,0,1,0,1,0,1,0,0,0,0,1,0,0,19206.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,29900.0,72929,3,1,0,0,6,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,36207.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1638,18550.0,71790,3,1,0,0,12,1,0,0,4.0,0,0,1,1,0,0,1,0,0,0,1,0,0,22989.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1555,22995.0,82789,0,1,0,0,7,1,0,0,2.0,0,1,0,1,0,1,0,0,0,0,0,1,0,71048.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,32791.0,62340,3,1,0,0,3,1,0,0,3.5,0,1,0,0,0,0,1,0,0,0,0,1,0,44821.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,36331.0,38854,1,1,0,0,3,1,0,0,3.5,0,1,0,0,0,0,1,0,0,0,0,1,0,57086.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2271,24455.0,19182,1,1,0,0,2,1,1,0,2.0,0,0,1,1,0,1,0,0,0,0,0,1,0,64263.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2214,29670.0,54027,1,1,0,0,4,1,0,0,3.5,0,0,1,1,0,0,1,0,0,0,1,0,0,38442.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,29995.0,46717,0,1,0,0,5,1,0,0,3.5,0,1,0,1,0,0,1,0,0,0,1,0,0,40931.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,41777.0,51675,3,1,0,0,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,40647.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,41999.0,61608,1,1,0,0,3,1,0,0,3.0,0,1,0,1,0,0,1,0,0,0,1,0,0,20037.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,31495.0,21760,3,1,0,0,1,1,1,0,1.3,0,1,0,1,1,0,0,0,0,0,0,1,0,35105.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,29979.0,17211,1,1,0,0,3,1,1,0,2.5,0,0,1,1,0,1,0,0,0,0,1,0,0,27007.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1023,38888.0,10985,0,1,0,0,6,0,0,1,3.7,0,0,1,1,0,0,1,0,0,0,0,1,0,644.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,32587.0,60076,1,1,0,0,3,1,0,0,5.6,0,1,0,1,0,0,0,1,0,0,0,1,0,10613.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749,27999.0,43845,0,1,0,0,3,1,1,0,3.5,0,1,0,1,0,0,1,0,0,0,1,0,0,12083.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053,51644.0,1378,3,1,0,0,0,1,0,0,2.5,1,0,0,1,0,1,0,0,0,0,1,0,0,24521.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,34758.0,38774,0,1,0,0,3,1,0,0,3.5,0,1,0,0,0,0,1,0,0,0,1,0,0,46547.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,36824.0,20124,1,1,0,0,2,1,0,0,3.6,0,0,1,1,0,0,1,0,0,0,1,0,0,19427.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,59999.0,1887,3,1,0,0,0,1,0,0,3.5,1,0,0,1,0,0,1,0,0,0,1,0,0,38207.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2355,64741.0,40125,1,1,0,0,3,1,0,0,3.5,1,0,0,1,0,0,1,0,0,0,1,0,0,17714.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,29850.0,29938,0,1,0,0,4,1,0,0,2.0,0,0,0,0,0,0,0,0,0,1,1,0,0,30321.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,6477.0,151664,0,1,0,0,17,1,0,0,2.9,0,0,1,1,0,0,1,0,0,0,1,0,0,53518.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
786,24821.0,41155,3,1,0,0,1,1,1,0,1.8,0,0,1,1,0,1,0,0,0,0,0,1,0,26796.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1434,49900.0,28907,1,1,0,0,2,1,0,0,5.3,0,1,0,0,0,1,0,0,0,0,1,0,0,9193.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2127,40998.0,17666,1,1,0,0,2,1,0,0,2.0,0,1,0,1,0,1,0,0,0,0,1,0,0,25992.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,33354.0,13734,3,1,0,0,2,1,0,0,2.0,0,1,0,1,0,1,0,0,0,0,0,1,0,27633.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1471,48488.0,12479,1,1,0,0,2,1,0,0,3.5,1,0,0,1,0,0,1,0,0,0,1,0,0,14295.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,6999.0,146075,3,1,0,0,13,1,0,0,2.4,0,0,1,1,0,1,0,0,0,0,0,1,0,43173.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1710,74900.0,17230,3,1,0,0,3,1,0,0,6.2,0,1,0,0,0,1,0,0,0,0,0,1,0,13344.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,19485.0,97506,3,1,0,0,11,0,0,1,2.5,0,0,1,1,0,1,0,0,0,0,1,0,0,10697.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2103,27990.0,35797,0,1,0,0,3,1,0,0,4.0,0,0,1,1,0,0,1,0,0,0,1,0,0,27172.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,55325.0,16562,1,1,0,0,1,1,0,0,2.0,0,1,0,1,0,1,0,0,0,0,1,0,0,11360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1034,31589.0,63639,1,1,0,0,4,1,0,0,3.5,0,0,1,1,0,0,1,0,0,0,1,0,0,58730.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641,26000.0,59159,0,1,0,0,4,1,0,0,2.5,0,0,1,1,0,1,0,0,0,0,0,1,0,19602.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
883,47900.0,28622,0,1,0,0,14,1,0,0,3.8,0,0,1,1,0,0,1,0,0,0,0,1,0,13538.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2140,35518.0,12377,0,1,0,0,3,1,0,0,2.5,1,0,0,1,0,1,0,0,0,0,1,0,0,16029.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1248,36495.0,13709,1,1,0,0,3,1,0,0,2.0,0,1,0,1,0,1,0,0,0,0,1,0,0,39353.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,34998.0,22975,1,1,0,0,3,1,0,0,2.0,0,1,0,1,0,1,0,0,0,0,0,0,1,19928.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,35477.0,16271,0,1,0,0,1,1,0,0,1.5,0,1,0,1,0,1,0,0,0,0,1,0,0,5839.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2227,25950.0,24186,1,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,17177.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,40399.0,72148,1,1,0,0,2,1,0,0,5.7,0,0,1,0,0,1,0,0,0,0,1,0,0,34880.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2328,36990.0,45785,1,1,0,0,3,1,0,0,3.5,1,0,0,1,0,0,1,0,0,0,0,1,0,38457.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,38990.0,52012,1,1,0,0,2,1,1,0,2.4,0,1,0,1,0,1,0,0,0,0,1,0,0,23020.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1128,58951.0,5431,3,1,0,0,1,0,0,1,2.5,0,0,1,1,0,1,0,0,0,0,1,0,0,11537.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
728,44295.0,13985,3,1,0,0,2,1,0,0,3.5,0,1,0,0,0,0,1,0,0,0,1,0,0,18756.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,21856.0,39855,3,1,1,0,4,1,0,0,3.6,0,0,1,1,0,0,1,0,0,0,0,1,0,29308.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,26998.0,40197,3,1,0,0,4,1,0,0,2.5,0,0,1,1,0,1,0,0,0,0,1,0,0,29861.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
470,183500.0,3535,1,1,0,0,1,1,0,0,5.2,1,0,0,1,0,0,0,0,0,1,0,1,0,49481.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,19995.0,98569,0,1,0,0,6,1,0,0,3.0,0,1,0,1,0,0,1,0,0,0,1,0,0,51463.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,45488.0,60877,0,1,0,0,16,0,0,1,3.8,0,0,1,1,0,0,1,0,0,0,0,1,0,10010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2188,14983.0,134194,0,1,0,0,9,1,0,0,4.4,0,1,0,1,0,0,0,1,0,0,0,1,0,8498.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,31864.0,49603,3,1,0,0,4,1,0,0,5.7,0,0,1,0,0,1,0,0,0,0,1,0,0,31620.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,11599.0,147003,0,1,0,0,10,1,0,0,3.5,0,0,1,1,0,0,1,0,0,0,1,0,0,51917.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,11990.0,76950,0,1,0,0,9,1,0,0,3.0,0,1,0,1,0,0,1,0,0,0,1,0,0,17729.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2139,51995.0,69080,3,1,0,0,4,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,30854.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,44900.0,20515,3,1,0,0,1,1,0,0,5.7,0,0,1,0,0,1,0,0,0,0,1,0,0,18531.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2244,23950.0,54000,3,1,0,0,7,1,0,0,3.5,0,0,1,1,0,0,1,0,0,0,1,0,0,8032.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1465,21000.0,4974,3,1,0,0,1,1,0,0,1.5,0,1,0,1,0,1,0,0,0,0,1,0,0,20309.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,29986.0,19072,0,1,0,0,6,1,0,0,3.5,0,0,1,1,0,0,1,0,0,0,0,1,0,31883.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1930,37895.0,49772,0,1,0,0,3,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,59690.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,47495.0,15317,1,1,0,0,1,1,0,0,2.0,0,0,0,0,0,0,0,0,0,1,1,0,0,10506.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,38975.0,44851,0,1,0,0,11,1,0,0,4.8,0,1,0,1,0,0,0,1,0,0,1,0,0,20562.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2009,39998.0,19883,1,1,0,0,5,1,0,0,4.0,0,0,1,1,0,0,1,0,0,0,0,1,0,34487.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,28803.0,66508,3,1,0,0,2,1,0,0,5.6,0,1,0,1,0,0,0,1,0,0,1,0,0,33678.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,34795.0,33930,3,1,0,0,3,1,0,0,3.0,0,1,0,1,0,0,1,0,0,0,1,0,0,6824.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,41989.0,19686,1,1,0,0,4,1,0,0,3.0,0,1,0,1,0,0,1,0,0,0,1,0,0,99598.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,59989.0,14335,3,1,0,0,1,1,0,0,3.5,1,0,0,1,0,0,1,0,0,0,1,0,0,20552.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,27977.0,52193,0,1,0,0,5,1,0,0,3.5,0,1,0,1,0,0,1,0,0,0,0,1,0,30292.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1690,24481.0,45425,0,1,0,0,3,1,0,0,2.3,0,1,0,1,0,1,0,0,0,0,0,1,0,23490.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,31888.0,49436,0,1,0,0,5,1,0,0,3.0,0,1,0,1,0,0,1,0,0,0,1,0,0,644.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,28891.0,35088,1,1,0,0,3,1,0,0,2.5,1,0,0,1,0,1,0,0,0,0,1,0,0,38903.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
737,31997.0,14158,3,1,0,0,2,1,0,0,3.6,0,0,1,1,0,0,1,0,0,0,0,1,0,13890.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,22495.0,111310,0,0,1,0,8,1,0,0,3.0,0,0,0,1,0,0,1,0,0,0,1,0,0,39936.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1453,44988.0,36213,0,1,0,0,5,1,0,0,6.4,0,0,1,0,0,1,0,0,0,0,0,1,0,23173.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,89995.0,12024,1,1,0,0,1,1,0,0,5.7,0,0,1,1,0,0,0,1,0,0,1,0,0,35825.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,38679.0,36405,0,1,0,0,3,1,0,0,3.5,0,1,0,0,0,0,1,0,0,0,1,0,0,28145.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,42485.0,31124,0,1,0,0,3,1,0,0,3.5,1,0,0,1,0,0,1,0,0,0,1,0,0,55066.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
